	Dynamic_model_log_likelihood	Constant_model_log_likelihood	log_likelihood_ratio	p_value	q_value
DNAH17	-7072.946268594589	-6246.213647680653	-826.7326209139364	1.0	1.0
CEP295NL	-692.418812209953	-654.2906652074961	-38.1281470024569	1.0	1.0
LGALS3BP	-14149.070625484086	-13199.555110246569	-949.5155152375173	1.0	1.0
AC110285.1	-5691.58427281489	-4831.049177202238	-860.5350956126522	1.0	1.0
FSCN2	-382.91973817683805	-353.5453144272172	-29.37442374962086	1.0	1.0
TSPAN10	-720.7482611911884	-677.172433437116	-43.57582775407241	1.0	1.0
CD7	-707.1493677275398	-632.6936587947349	-74.4557089328049	1.0	1.0
HEXD-IT1	-1120.8612928353346	-1039.4655820837968	-81.39571075153776	1.0	1.0
COLEC12	-9444.323026957645	-9562.328056115048	118.00502915740253	0.0	0.0
TYMSOS	-6651.960136640192	-5756.279322786996	-895.680813853196	1.0	1.0
EMILIN2	-1196.6639361389912	-1102.9939034552483	-93.67003268374287	1.0	1.0
TGIF1	-2851.003303709101	-2443.6761995597058	-407.3271041493954	1.0	1.0
DLGAP1-AS1	-3699.2475507939184	-3371.9939409245226	-327.25360986939586	1.0	1.0
DLGAP1-AS2	-1696.506977884754	-1551.367945785452	-145.13903209930186	1.0	1.0
TWSG1	-7691.255631926033	-6667.6264934425635	-1023.6291384834694	1.0	1.0
PIEZO2	-14991.952307674374	-16803.605144124736	1811.6528364503629	0.0	0.0
ROCK1	-41266.27578410985	-41014.80886147546	-251.46692263439036	1.0	1.0
NPC1	-13395.111598851634	-13968.063904273911	572.9523054222773	0.0	0.0
TTC39C-AS1	-864.5608851709953	-820.130497967824	-44.430387203171335	1.0	1.0
AQP4-AS1	-5737.314085430656	-5057.8607862815525	-679.4532991491033	1.0	1.0
AQP4	-102363.14080801747	-102562.74183007938	199.6010220619064	0.0	0.0
CHST9	-1921.591412228657	-1768.4974754557043	-153.0939367729527	1.0	1.0
TTR	-2324.4289507501594	-2541.3441273944436	216.9151766442842	0.0	0.0
RNF125	-4321.689490889353	-3705.1494231964107	-616.5400676929421	1.0	1.0
AC011815.2	-1044.0513450382066	-962.9161876649242	-81.13515737328237	1.0	1.0
AC011139.1	-568.9690848371638	-508.8186758738049	-60.15040896335887	1.0	1.0
SLC14A1	-12203.25632422219	-12411.797319701924	208.5409954797342	0.0	0.0
PSTPIP2	-924.6159952083693	-888.4731081487627	-36.142887059606664	1.0	1.0
ZBTB7C	-3589.2369149513665	-3739.009030646925	149.77211569555857	0.0	0.0
LIPG	-1163.345351506023	-1018.4918581195499	-144.85349338647313	1.0	1.0
CFAP53	-3185.6191792547725	-2712.8339333012646	-472.7852459535079	1.0	1.0
LINC01630	-3592.712552554247	-3029.5936064401935	-563.1189461140534	1.0	1.0
STARD6	-813.3567938926017	-775.8135601410463	-37.54323375155536	1.0	1.0
AC027097.2	-703.06141334307	-665.2624637217922	-37.79894962127776	1.0	1.0
CCBE1	-2082.935567698229	-1754.1624214939925	-328.7731462042366	1.0	1.0
CDH20	-8910.943230109142	-7729.866012521847	-1181.0772175872953	1.0	1.0
AC090409.1	-537.5798737361317	-514.8054499989064	-22.774423737225334	1.0	1.0
AC027514.1	-390.8359408527984	-366.51663952428873	-24.319301328509653	1.0	1.0
CDH19	-8111.975398521412	-6924.277120101575	-1187.6982784198372	1.0	1.0
CCDC102B	-8707.51153354569	-7250.741771959247	-1456.7697615864436	1.0	1.0
SOCS6	-6248.788243439714	-6447.17654003293	198.38829659321527	0.0	0.0
CNDP1	-25908.22072944947	-27731.61923413993	1823.39850469046	0.0	0.0
ZNF516	-2931.651124434911	-2627.1846825462267	-304.46644188868413	1.0	1.0
AC093330.1	-10057.77575993365	-10630.447666916363	572.6719069827141	0.0	0.0
NFATC1	-2513.379657201725	-2321.6086675446395	-191.77098965708547	1.0	1.0
PLPP2	-10927.214617630107	-9218.663091875394	-1708.5515257547122	1.0	1.0
CFD	-2273.6675016907807	-2108.400518413284	-165.26698327749682	1.0	1.0
AC005329.3	-531.671379072434	-496.6881194231626	-34.98325964927136	1.0	1.0
TCF3	-4759.221679362638	-4827.504266768516	68.28258740587808	0.0	0.0
GADD45B	-20283.663200807572	-21112.28752567343	828.6243248658575	0.0	0.0
AC005523.1	-384.7462080915952	-361.7454609575748	-23.0007471340204	1.0	1.0
PLIN3	-8717.65756395975	-7585.595780024875	-1132.0617839348752	1.0	1.0
CAPS	-4601.82381846892	-4600.766634057756	-1.0571844111636892	1.0	1.0
C3	-19522.17391277361	-18841.541350213793	-680.6325625598183	1.0	1.0
TRIP10	-2503.6316317558453	-2209.2749719693675	-294.35665978647785	1.0	1.0
CLEC4M	-212.4293525666796	-205.88159765401113	-6.547754912668466	1.0	1.0
AC010336.6	-213.84628731833354	-192.76671558889342	-21.07957172944012	1.0	1.0
ANGPTL4	-9505.345264455917	-9376.562680756344	-128.78258369957257	1.0	1.0
MYO1F	-1479.7699448395003	-1294.5482858769349	-185.22165896256547	1.0	1.0
S1PR5	-7661.733029608716	-8470.072964922058	808.3399353133418	0.0	0.0
DNM2	-18445.547389305022	-17936.06480557066	-509.4825837343633	1.0	1.0
KANK2	-4565.786664412903	-4329.382797502563	-236.40386691033927	1.0	1.0
AC008543.1	-994.8668217685837	-933.4493188709444	-61.41750289763934	1.0	1.0
ZNF763	-742.9136616901628	-633.0614126666203	-109.85224902354253	1.0	1.0
ZNF442	-1032.4325257044356	-961.7828954752907	-70.64963022914492	1.0	1.0
ZNF564	-2984.5908685054064	-2734.8189609124943	-249.77190759291216	1.0	1.0
JUNB	-44544.212804059076	-45477.99995471437	933.787150655291	0.0	0.0
AC022098.1	-279.2237578325255	-345.0942092749076	65.87045144238209	0.0	0.0
DNAJB1	-78964.79853854186	-69766.45834945157	-9198.34018909029	1.0	1.0
ADGRE2	-1156.2036827276415	-1040.1246987846735	-116.07898394296808	1.0	1.0
OR1I1	-108.8726456357598	-188.60392021575413	79.73127457999433	0.0	0.0
NOTCH3	-13091.621325623526	-13130.354224306591	38.73289868306529	0.0	0.0
RASAL3	-1018.2759890836944	-942.4923069058023	-75.78368217789216	1.0	1.0
CYP4F11	-1614.628142334043	-1497.82904174778	-116.7991005862632	1.0	1.0
KLF2	-26568.00024751657	-27256.478112213877	688.4778646973064	0.0	0.0
HAUS8	-748.4731572454681	-665.3668530137302	-83.10630423173791	1.0	1.0
MYO9B	-16084.01200476434	-15733.173716802983	-350.8382879613564	1.0	1.0
USHBP1	-782.6591465462641	-645.3581599810863	-137.30098656517782	1.0	1.0
ANKLE1	-398.4975299717451	-378.01719413761106	-20.480335834134053	1.0	1.0
BST2	-7975.497084956357	-8141.965177918583	166.46809296222636	0.0	0.0
ARRDC2	-15797.903305109732	-15972.113611599456	174.21030648972373	0.0	0.0
IFI30	-2711.777197010396	-2480.827041781188	-230.95015522920767	1.0	1.0
CRLF1	-13101.793062509645	-13174.364190901531	72.5711283918863	0.0	0.0
HOMER3	-7467.935269673238	-7702.199426767731	234.26415709449338	0.0	0.0
ZNF90	-1022.3679495869529	-957.783804081933	-64.58414550501993	1.0	1.0
AC011447.3	-878.6138961646649	-770.0357522130868	-108.57814395157811	1.0	1.0
ZNF85	-937.393545044197	-777.8023417444771	-159.59120329971995	1.0	1.0
ZNF492	-397.00559007094057	-348.6807865798092	-48.32480349113138	1.0	1.0
ZNF536	258441.74307306416	-12656.839819014682	271098.58289207885	0.0	0.0
DPY19L3	-9890.770941420602	-8346.677646275333	-1544.0932951452687	1.0	1.0
SLC7A9	-213.5774812368739	-205.1360993431787	-8.441381893695194	1.0	1.0
CEBPA-DT	-885.3836955587803	-764.351024812894	-121.03267074588632	1.0	1.0
ZNF599	-2795.0029107719433	-2488.604625704954	-306.3982850669895	1.0	1.0
HPN	-1879.5075933588203	-1626.2341163705562	-253.27347698826406	1.0	1.0
FXYD5	-3014.6032119257834	-2665.443856048712	-349.15935587707145	1.0	1.0
MAG	-43113.69009471642	-48955.788769347746	5842.098674631328	0.0	0.0
CD22	-9781.536124185188	-8179.460116666431	-1602.0760075187573	1.0	1.0
KRTDAP	-151.38203180866384	-185.70927828066607	34.32724647200223	1.1102230246251565e-16	4.029847639292764e-16
AD000671.3	-538.9410902047076	-519.8591246782916	-19.08196552641607	1.0	1.0
KIRREL2	-539.2953348526609	-499.79916638253997	-39.49616847012089	1.0	1.0
TYROBP	-8252.235573590639	-6894.730141700003	-1357.505431890636	1.0	1.0
WDR62	-561.7240930641487	-489.2343868642726	-72.48970619987614	1.0	1.0
ZNF529-AS1	-2845.946769870669	-2592.0785136902678	-253.8682561804012	1.0	1.0
AC020928.1	-914.2637784738362	-865.1152591694396	-49.14851930439659	1.0	1.0
ZNF345	-1489.5976112397045	-1310.4862277833602	-179.11138345634436	1.0	1.0
PPP1R14A	-39524.76049068664	-46214.80511582837	6690.044625141731	0.0	0.0
SIRT2	-59995.848501162734	-60989.875661271646	994.0271601089116	0.0	0.0
ZFP36	-22387.642782878316	-22779.15456686183	391.51178398351476	0.0	0.0
FCGBP	-2007.488223408246	-1786.3799596361735	-221.10826377207263	1.0	1.0
C19orf54	-2175.1908510915264	-1873.5571600358394	-301.633691055687	1.0	1.0
LINC01480	-1020.7176141287124	-929.1560492689587	-91.56156485975373	1.0	1.0
ERFL	-211.3088046795253	-198.48862143070505	-12.820183248820257	1.0	1.0
LIPE	-9803.223178151902	-8499.843401769669	-1303.379776382233	1.0	1.0
AC004784.1	-732.0640819340931	-625.2264618462717	-106.83762008782139	1.0	1.0
ZNF283	-1747.9382795636309	-1601.8467870517104	-146.09149251192048	1.0	1.0
ZNF234	-1477.6972566120328	-1283.807629551225	-193.8896270608077	1.0	1.0
APOC1	-8700.881010349392	-7804.320690274187	-896.5603200752057	1.0	1.0
APOC2	-6035.171661334293	-5407.172193701675	-627.9994676326187	1.0	1.0
KLC3	-440.979278574974	-491.6617391759938	50.682460601019784	0.0	0.0
PPP1R13L	-1654.9926830137226	-1414.6870746424681	-240.3056083712545	1.0	1.0
GIPR	-1325.9889166385817	-1629.3194324361787	303.33051579759695	0.0	0.0
QPCTL	-411.2563245977567	-346.4291218012439	-64.82720279651278	1.0	1.0
FBXO46	-3785.666979445941	-3225.791748424777	-559.8752310211639	1.0	1.0
AC006262.1	-405.3396073816325	-348.504385218063	-56.83522216356948	1.0	1.0
PTGIR	-214.39828093596878	-195.41420636983702	-18.984074566131767	1.0	1.0
NAPA-AS1	-1422.7687344449705	-1334.510169103848	-88.25856534112245	1.0	1.0
EMP3	-5118.342795735964	-5240.042918230071	121.70012249410775	0.0	0.0
PLEKHA4	-2252.6209517374855	-2008.3227871269764	-244.29816461050905	1.0	1.0
GYS1	-4112.989346446471	-4206.786662688688	93.79731624221677	0.0	0.0
HRC	-721.7590122648506	-646.0702685480704	-75.68874371678021	1.0	1.0
FCGRT	-9480.237750998245	-8216.306597319972	-1263.9311536782734	1.0	1.0
BCL2L12	-574.8584126884849	-502.1597004573322	-72.69871223115274	1.0	1.0
KLK6	-18441.93426404481	-20274.845443682505	1832.9111796376965	0.0	0.0
SIGLEC9	-546.9110877755357	-495.44223375251664	-51.468854023019105	1.0	1.0
SIGLEC10	-1466.050678825416	-1300.83656516768	-165.2141136577361	1.0	1.0
SIGLEC14	-381.11588844812593	-345.87277321506366	-35.24311523306227	1.0	1.0
FPR1	-1317.0011493205882	-1133.0062229639204	-183.99492635666775	1.0	1.0
ZNF614	-3443.109152634799	-3060.4823561611684	-382.62679647363075	1.0	1.0
ZNF528-AS1	-5151.755252117885	-4942.529912629529	-209.22533948835644	1.0	1.0
ZNF28	-2407.5021840819086	-2198.9005875297576	-208.60159655215102	1.0	1.0
ZNF677	-6653.165638467612	-6027.671138961832	-625.4944995057795	1.0	1.0
LILRB2	-395.33920928043125	-361.17815967437167	-34.16104960605958	1.0	1.0
LILRA4	-838.5536969380455	-784.7945309686996	-53.75916596934587	1.0	1.0
LILRA2	-870.6101309653274	-778.8662993418188	-91.74383162350853	1.0	1.0
LILRB4	-3013.7780456854125	-2655.96697468197	-357.8110710034425	1.0	1.0
ZNF71	-3111.144893963003	-2820.829699008754	-290.31519495424936	1.0	1.0
ZNF460-AS1	-574.2938803867769	-536.8890230017269	-37.404857385050036	1.0	1.0
ZNF773	-1469.981088516836	-1349.4503657726643	-120.53072274417173	1.0	1.0
C19orf18	-1480.742800598037	-1281.2838702490185	-199.4589303490186	1.0	1.0
AL110114.1	-398.3382524568341	-377.5270963566779	-20.81115610015621	1.0	1.0
AL109976.1	-387.18092966295865	-361.7158261532513	-25.46510350970732	1.0	1.0
CENPB	-31084.184778580253	-28764.35876833412	-2319.826010246132	1.0	1.0
AL353194.1	-546.4286416165855	-511.2672069712941	-35.16143464529142	1.0	1.0
RASSF2	-41893.28907642233	-37496.91112799336	-4396.37794842897	1.0	1.0
SNAP25	-144406.5309284173	-163126.34783956135	18719.816911144037	0.0	0.0
SPTLC3	-888.1341135917817	-787.4172142013218	-100.71689939045984	1.0	1.0
ESF1	-37318.222032945996	-37999.54195804766	681.3199251016631	0.0	0.0
RRBP1	-21950.188510138298	-21749.246214905215	-200.9422952330824	1.0	1.0
AL133325.3	-2582.910037474652	-2209.7946403304863	-373.11539714416585	1.0	1.0
NKX2-2	-3682.2410624335007	-3527.338587697084	-154.90247473641648	1.0	1.0
THBD	-1025.2601753260437	-931.8225412155911	-93.43763411045268	1.0	1.0
VSX1	-1696.0365184808172	-1528.6646529054783	-167.37186557533892	1.0	1.0
AL035252.5	-544.8653724364513	-509.9964462963402	-34.86892614011106	1.0	1.0
AL031673.1	-838.6162269076301	-793.2327629903155	-45.38346391731466	1.0	1.0
MIR663AHG	-386.91877107917406	-349.05138920444557	-37.867381874728494	1.0	1.0
ID1	-20332.50534482877	-19972.752360448478	-359.7529843802913	1.0	1.0
HCK	-1611.421275006363	-1485.193689878061	-126.22758512830205	1.0	1.0
MAPRE1	-9884.55526891906	-8971.286173530176	-913.269095388885	1.0	1.0
TP53INP2	-55833.829277168756	-60579.26142039166	4745.432143222904	0.0	0.0
EDEM2	-2395.1036662285387	-2535.763016915066	140.65935068652743	0.0	0.0
MYL9	-9858.75521171648	-9918.59409708163	59.83888536515042	0.0	0.0
RBL1	-2928.013311007799	-2522.823357077503	-405.18995393029627	1.0	1.0
AL031651.2	-850.1579307368684	-780.8403359772817	-69.31759475958665	1.0	1.0
AL359555.4	-390.49626133401665	-347.2416489934463	-43.25461234057036	1.0	1.0
SGK2	-1908.5525458409704	-1619.8399632379392	-288.71258260303125	1.0	1.0
ADA	-2399.3930539809244	-2614.138067512964	214.7450135320396	0.0	0.0
TP53TG5	-3469.2967474247585	-2884.9210322672043	-584.3757151575542	1.0	1.0
DBNDD2	-75712.74418715313	-80892.42454390567	5179.680356752535	0.0	0.0
WFDC3	-705.6169473539538	-632.0748285230434	-73.54211883091045	1.0	1.0
AL162458.1	-2610.024708511292	-2362.6057775838626	-247.4189309274293	1.0	1.0
AL133520.1	-1710.8346215041097	-1529.1293244733683	-181.70529703074135	1.0	1.0
PREX1	-28272.995037360684	-29489.34583797578	1216.350800615095	0.0	0.0
AL035106.1	-529.0820131213619	-483.4809079592517	-45.60110516211023	1.0	1.0
LINC01270	-215.58772971171337	-207.6377823014435	-7.949947410269857	1.0	1.0
ADNP-AS1	-1038.9156418796133	-917.8895574408538	-121.02608443875954	1.0	1.0
SALL4	-517.8576294353447	-477.2690722589805	-40.58855717636425	1.0	1.0
BCAS1	-82816.87518992372	-95942.64726968348	13125.772079759758	0.0	0.0
PCK1	-1765.542688560029	-1629.6535013322346	-135.88918722779454	1.0	1.0
NKILA	-539.7351549069718	-498.72907946639583	-41.00607544057601	1.0	1.0
AL121908.1	-2226.649830916671	-2028.0986447054895	-198.5511862111814	1.0	1.0
SYCP2	-4564.563650153006	-4204.772354597676	-359.7912955553302	1.0	1.0
AL160412.1	-413.2088195321797	-392.92123167672486	-20.28758785545483	1.0	1.0
AL117379.1	-867.28531057904	-777.5646132918025	-89.7206972872375	1.0	1.0
NKAIN4	-10042.786597176584	-10354.067927888558	311.2813307119741	0.0	0.0
U2AF1L5	-386.3123471875261	-349.5587251813406	-36.75362200618548	1.0	1.0
CU638689.4	-833.6042747040431	-779.7213555577366	-53.88291914630645	1.0	1.0
CU638689.5	-722.0198570082875	-653.4532560385508	-68.56660096973678	1.0	1.0
SAMSN1	-2539.5459205222437	-2231.8812792219423	-307.66464130030135	1.0	1.0
LINC01549	-1929.6856055892715	-1731.1223446882295	-198.56326090104199	1.0	1.0
BTG3	-6566.186788078487	-5587.893059144018	-978.2937289344691	1.0	1.0
C21orf91	-8561.426622040584	-9261.513478473898	700.0868564333141	0.0	0.0
LINC00320	-16234.233901290778	-17445.656942531623	1211.4230412408451	0.0	0.0
CYYR1	-1769.4216880277288	-1554.6860587170988	-214.73562931062997	1.0	1.0
ADAMTS1	-12985.355945373314	-13026.288566931118	40.93262155780394	0.0	0.0
USP16	-25479.375858055333	-24801.042854017556	-678.3330040377768	1.0	1.0
MRAP	-794.9932405067409	-762.7088771750075	-32.2843633317334	1.0	1.0
PAXBP1	-17056.428278273368	-17324.70869471535	268.2804164419831	0.0	0.0
C21orf62	-1438.0097355336643	-1340.064101375284	-97.94563415838024	1.0	1.0
OLIG2	-21903.826893307418	-22644.36558874301	740.5386954355927	0.0	0.0
OLIG1	-50399.42039288119	-52202.74238851475	1803.3219956335597	0.0	0.0
CBR1	-38007.30673161781	-37714.47823588862	-292.82849572919076	1.0	1.0
AP000688.2	-842.3701070503341	-917.6825331018532	75.31242605151908	0.0	0.0
AP000704.1	-1029.6372981700335	-917.9581966732804	-111.6791014967531	1.0	1.0
PIGP	-5843.501574568194	-6068.750230637143	225.24865606894946	0.0	0.0
AP001042.1	-212.7721780397478	-186.13426591868753	-26.637912121060282	1.0	1.0
PCP4	-23422.912067219815	-24285.098567138546	862.186499918731	0.0	0.0
LINC00323	-563.0630186435833	-505.6207232656881	-57.442295377895164	1.0	1.0
LINC01678	-546.2836599362433	-515.7014128349812	-30.58224710126217	1.0	1.0
ICOSLG	-7216.591682585098	-6235.998655175912	-980.5930274091861	1.0	1.0
LRRC3	-707.2744466219253	-667.3130885993714	-39.961358022553895	1.0	1.0
ITGB2	-6355.101702822733	-5369.2967127797265	-985.8049900430069	1.0	1.0
BX322562.1	-386.3013096904893	-362.304172080986	-23.997137609503284	1.0	1.0
S100B	-98879.89945405668	-95471.84755007754	-3408.0519039791398	1.0	1.0
CECR2	-6277.876526620933	-5677.952073701577	-599.9244529193556	1.0	1.0
AC000068.3	-529.9425209955234	-502.04353825523714	-27.89898274028627	1.0	1.0
CLDN5	-26967.454596732954	-27709.64502812272	742.1904313897649	0.0	0.0
AC245060.5	121471.30164540722	140116.14496400586	-18644.843318598636	1.0	1.0
CRYBB3	-528.2912310866852	-501.82354452789497	-26.467686558790263	1.0	1.0
C22orf31	-538.8482334859742	-511.7733373295919	-27.074896156382295	1.0	1.0
NEFH	-33080.645407973505	-35189.65098233274	2109.0055743592384	0.0	0.0
GAL3ST1	-9195.990549901022	-7511.847502725649	-1684.1430471753729	1.0	1.0
PIK3IP1-AS1	-386.35689991597854	-344.01547983475825	-42.34142008122029	1.0	1.0
AL096701.4	-991.9040573897996	-925.6805522832915	-66.22350510650813	1.0	1.0
TIMP3	-27086.730241482353	-27436.460490353213	349.7302488708592	0.0	0.0
MCM5	-2190.0301111030094	-1996.1471814952715	-193.88292960773788	1.0	1.0
APOL6	-4854.8050194454245	-4940.181673476782	85.37665403135725	0.0	0.0
NCF4	-216.84013564827544	-207.2253032313113	-9.614832416964134	1.0	1.0
CDC42EP1	-16605.217713292528	-15982.231752370923	-622.9859609216055	1.0	1.0
MICALL1	-2699.161449209649	-2466.971723520761	-232.1897256888883	1.0	1.0
SOX10	-18049.421140021353	-19069.46086415484	1020.0397241334867	0.0	0.0
SLC16A8	-1059.9486448058612	-911.8911179574382	-148.0575268484231	1.0	1.0
SUN2	-40476.32956598867	-41481.19666329751	1004.8670973088374	0.0	0.0
AL021707.8	-539.4179689443698	-517.129438743254	-22.288530201115805	1.0	1.0
APOBEC3C	-1868.985228822117	-1683.1089536095633	-185.87627521255376	1.0	1.0
APOBEC3F	-851.7014406414722	-786.2210834655365	-65.48035717593575	1.0	1.0
APOBEC3G	-887.6236036088396	-756.4338496240761	-131.18975398476357	1.0	1.0
TOB2	-22032.066769707228	-22254.57135652277	222.504586815543	0.0	0.0
TNFRSF13C	-1166.700802490174	-1061.197338499401	-105.50346399077307	1.0	1.0
A4GALT	-1490.0485606180562	-1327.69485474622	-162.35370587183615	1.0	1.0
BX324167.1	-537.3350256241255	-507.9929837580638	-29.342041866061663	1.0	1.0
LINC01310	-552.6441441351058	-514.1482463519632	-38.495897783142595	1.0	1.0
CHKB-DT	-2304.923887220046	-2067.1865268488255	-237.73736037122035	1.0	1.0
PPP2R3B	-4287.366762406988	-4349.682976184852	62.316213777864505	0.0	0.0
AL672277.1	-212.68818078180968	-205.68445086731435	-7.003729914495324	1.0	1.0
CSF2RA	-1898.2018090732522	-1729.540486237376	-168.66132283587626	1.0	1.0
DHRSX	-2650.795983274478	-2414.584517648311	-236.2114656261674	1.0	1.0
CD99	-30480.01139535072	-30299.07265197001	-180.93874338070964	1.0	1.0
GYG2	-2907.8476487281014	-2651.990861943243	-255.8567867848583	1.0	1.0
LINC01546	-1529.37567879858	-1457.8811854394648	-71.49449335911527	1.0	1.0
TLR7	-1291.2174441937584	-1165.180034977149	-126.03740921660938	1.0	1.0
OFD1	-17979.223316338554	-18137.664727137435	158.4414107988814	0.0	0.0
CA5B	-8865.742847705858	-7359.688341762434	-1506.0545059434244	1.0	1.0
SCML2	-1169.4613502544605	-1061.497496352435	-107.96385390202545	1.0	1.0
PHEX	-573.4007133656813	-528.0469522259916	-45.35376113968971	1.0	1.0
SAT1	-47625.31686925972	-48463.84257331955	838.5257040598299	0.0	0.0
CXorf21	-556.1884074703389	-521.2996444014467	-34.88876306889222	1.0	1.0
TMEM47	-32778.046205465034	-32847.17799300497	69.1317875399327	0.0	0.0
CFAP47	-392.03362219018146	-355.8314910849317	-36.20213110524975	1.0	1.0
PRRG1	-12656.925801370726	-13309.112572910415	652.1867715396893	0.0	0.0
CYBB	-3903.45312837767	-3326.5291535048696	-576.9239748728005	1.0	1.0
SRPX	-3893.4076452543372	-3464.177471075177	-429.23017417916026	1.0	1.0
RPGR	-4923.5455412627925	-4972.339588823606	48.79404756081385	0.0	0.0
MID1IP1	-34742.141028438244	-36227.199322741035	1485.0582943027912	0.0	0.0
GPR34	-3058.9231285880774	-2769.951556525765	-288.97157206231213	1.0	1.0
DIPK2B	-1892.9587083018882	-1990.0425801012505	97.08387179936221	0.0	0.0
RP2	-2450.4679593866913	-2277.330071690572	-173.13788769611938	1.0	1.0
TIMP1	-8487.790634126914	-7462.140214696056	-1025.6504194308573	1.0	1.0
ERAS	-563.6771931328738	-514.1576500508634	-49.51954308201039	1.0	1.0
SHROOM4	-8373.18104584225	-7062.449838341505	-1310.7312075007449	1.0	1.0
FAAH2	-873.5657810252897	-821.5307165500581	-52.03506447523159	1.0	1.0
MSN	-13963.26344807677	-14065.026293309724	101.76284523295362	0.0	0.0
AR	-2730.138199392532	-2340.243631975872	-389.8945674166598	1.0	1.0
IL2RG	-382.0813739701486	-344.2735813662867	-37.80779260386191	1.0	1.0
GJB1	-9993.23924601373	-9568.385948484272	-424.85329752945836	1.0	1.0
LINC00891	-1453.0927159895462	-1284.8092008241006	-168.28351516544558	1.0	1.0
JPX	-24476.84025742867	-25280.88717664753	804.0469192188611	0.0	0.0
MAGT1	-10592.36299167112	-10916.19724763561	323.8342559644898	0.0	0.0
CYSLTR1	-717.8241065730826	-649.1445335096857	-68.6795730633969	1.0	1.0
LPAR4	-3157.4437780830503	-2728.149816947828	-429.29396113522216	1.0	1.0
ITM2A	-16828.641354594198	-17444.73030071458	616.0889461203806	0.0	0.0
HMGN5	-19187.597622121702	-19452.83579000082	265.2381678791171	0.0	0.0
KLHL4	-7707.525674691666	-6451.427002883023	-1256.0986718086424	1.0	1.0
PABPC5	-882.9588351466449	-784.6500925166689	-98.308742629976	1.0	1.0
SYTL4	-5602.850811433625	-5676.4198656489425	73.56905421531792	0.0	0.0
AC234775.3	-544.1663585046733	-514.6372790538453	-29.52907945082802	1.0	1.0
ZMAT1	-19994.69928366882	-20568.3006806211	573.6013969522828	0.0	0.0
Z68871.1	-1938.622132001875	-1667.998891487388	-270.62324051448695	1.0	1.0
Z93943.1	-218.26054392988607	-190.44737343384782	-27.813170496038254	1.0	1.0
PLP1	-135494.3949237854	-131664.51919814356	-3829.8757256418467	1.0	1.0
KCNE5	-2263.0978395662305	-2097.1303990914735	-165.96744047475704	1.0	1.0
LINC01285	-1483.4242931973522	-1348.087344355161	-135.3369488421913	1.0	1.0
LONRF3	-721.6997575864752	-644.3302187342066	-77.36953885226865	1.0	1.0
LAMP2	-47069.71467053962	-49252.89888303341	2183.1842124937903	0.0	0.0
THOC2	17873.8906305239	-33578.16278152329	51452.05341204719	0.0	0.0
AL022162.1	-1789.3070829881601	-1661.2405173517732	-128.06656563638694	1.0	1.0
AL034405.1	-395.9044644120445	-347.504174796734	-48.4002896153105	1.0	1.0
IGSF1	-4404.620767389284	-3964.1103287567166	-440.51043863256746	1.0	1.0
GPC4	-4353.018933696921	-4132.238612250097	-220.78032144682402	1.0	1.0
CCDC160	-3144.4359467536683	-2876.24057708079	-268.1953696728783	1.0	1.0
MAP7D3	-4829.434317218969	-4440.645488963828	-388.7888282551412	1.0	1.0
ARHGEF6	-11195.592786829424	-11340.387774404335	144.79498757491092	0.0	0.0
LINC00632	-90604.51463411712	-91261.34317345895	656.8285393418337	0.0	0.0
CDR1	-702.0702230166306	-655.9175265603042	-46.15269645632645	1.0	1.0
LINC00894	-2219.305464474821	-1950.0705213799417	-269.2349430948791	1.0	1.0
RENBP	-1426.3924036837504	-1260.8040846580454	-165.588319025705	1.0	1.0
HCFC1-AS1	-391.9407303937345	-350.9080193043367	-41.03271108939782	1.0	1.0
SLC10A3	-1670.8961895942311	-1546.6798608116424	-124.21632878258879	1.0	1.0
AC006157.1	-1586.6734801412103	-1466.8037352211522	-119.86974492005811	1.0	1.0
LINC00278	-558.1239365313188	-509.42881874734275	-48.69511778397606	1.0	1.0
TMSB4Y	-1762.680751681425	-1615.2899235484779	-147.39082813294704	1.0	1.0
TTTY10	-1204.201718468506	-1027.852262567168	-176.34945590133793	1.0	1.0
MT-CO3	-169572.83586686672	-186332.3062121766	16759.470345309877	0.0	0.0
